	TPMIC01002	TPMIC01004	TPMIC01005	TPMIC01006	TPMIC01007	TPMIC01008	TPMIC01009	TPMIC01010	TPMIC01011	TPMIC01015	TPMIC01016	TPMIC01018	TPMIC01020	TPMIC01023	TPMIC01028	TPMIC01029	TPMIC01034	TPMIC01043	TPMIC01046	TPMIC01052	TPMIC01053	TPMIC01055	TPMIC01062	TPMIC01096	TPMIC01118	TPMIC01124	TPMIC01125	TPMIC01126	TPMIC01127	TPMIC01128	TPMIC01129	TPMIC01130	TPMIC01134	TPMIC01144	TPMIC01145	TPMIC01147	TPMIC01153	TPMIC01158	TPMIC01160	TPMIC01164	TPMIC01167	TPMIC01186	TPMIC01187	TPMIC01190	TPMIC01191	TPMIC01198	TPMIC01199	TPMIC01200	TPMIC01212	TPMIC01220	TPMIC01225	TPMIC01226	TPMIC01228	TPMIC01229	TPMIC01234	TPMIC01235	TPMIC01242	TPMIC01250	TPMIC01251	TPMIC01256	TPMIC01259	TPMIC01271	TPMIC01274	TPMIC01277	TPMIC01278	TPMIC01282	TPMIC01284	TPMIC01291	TPMIC03005	TPMIC03007	TPMIC03009	TPMIC03010	TPMIC03012	TPMIC03018	TPMIC03019	TPMIC03020	TPMIC03022	TPMIC03030	TPMIC03032	TPMIC03033	TPMIC03034	TPMIC03041	TPMIC03042	TPMIC03051	TPMIC03055	TPMIC03057	TPMIC03059	TPMIC03064	TPMIC03068	TPMIC03069	TPMIC03071	TPMIC03073	TPMIC03075	TPMIC03078	TPMIC03082	TPMIC03087	TPMIC03089	TPMIC03091	TPMIC03092	TPMIC03094	TPMIC03096	TPMIC03097	TPMIC03099	TPMIC03104	TPMIC03121	TPMIC03125	TPMIC03126	TPMIC03145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.01266	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.05973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04088	0.14451	0.00897	0.04821	0.0	0.05392	0.00542	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11296	0.0	0.0	0.04394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0	0.0	0.0737299999999999	0.0	0.0	0.0	0.0	0.0	0.0	1.55119	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19214	0.0	0.0	0.00085	0.0	0.03917	0.0	0.28211	0.0	0.0	0.0	0.0	0.0	0.0	0.01166
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.01266	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.05973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04088	0.14451	0.00897	0.04821	0.0	0.05392	0.00542	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11296	0.0	0.0	0.04394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0	0.0	0.0737299999999999	0.0	0.0	0.0	0.0	0.0	0.0	1.55119	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19214	0.0	0.0	0.00085	0.0	0.03917	0.0	0.28211	0.0	0.0	0.0	0.0	0.0	0.0	0.01166
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05433	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03931	0.0	0.0	0.0	0.0	0.0	0.0	0.06972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.0	0.0	0.0	0.0	0.00935	0.0	0.0	0.0	0.0	0.0	0.03486	0.0	1.22395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.00541	0.22248	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0.0	0.0	0.0388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05433	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03931	0.0	0.0	0.0	0.0	0.0	0.0	0.06972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.0	0.0	0.0	0.0	0.00935	0.0	0.0	0.0	0.0	0.0	0.03486	0.0	1.22395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.00541	0.22248	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.3788	0.0	1.09345	0.02202	0.67072	8.80737	0.8216600000000001	0.0	0.1287299999999999	3.0594	0.29632	0.25414	0.974	2.22839	0.37809	46.56302	0.21738	2.01405	0.5692699999999999	0.03578	2.86973	0.41484	2.78563	0.18331	0.18212	0.1147	0.06065	0.04922	0.04306	5.43899	0.30572	0.08717	9.73154	1.50204	0.04011	0.13674	34.8061	0.21541	0.27465	0.06684	2.45266	0.01357	0.09936	0.14515	2.5464	3.39275	1.71389	1.31978	0.62138	0.08853	0.10879	0.16267	38.63022	0.6673	0.7873100000000001	0.04465	0.0735799999999999	0.27871	0.04902	0.0749	1.23466	0.11653	8.26167	2.55473	0.13967	0.20878	3.76326	11.30339	18.32677	0.04724	7.25548	0.01502	4.8002	0.66565	2.16344	0.1316	0.02009	0.12253	0.39151	8.12665	0.52847	4.92257	2.35754	1.36032	21.88361	0.06096	0.9896	7.49207	2.09002	3.1293900000000003	0.1716	0.6351899999999999	0.08611	0.81086	0.78293	0.04667	2.71565	0.02627	1.39503	1.1849	0.70877	0.00968	0.06507	0.38335	0.0127	0.43703	0.80796	4.66647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.3788	0.0	1.09345	0.02202	0.67072	8.80737	0.8216600000000001	0.0	0.1287299999999999	3.0594	0.29632	0.25414	0.974	2.22839	0.37809	46.56302	0.21738	2.01405	0.5692699999999999	0.03578	2.86973	0.41484	2.78563	0.18331	0.18212	0.1147	0.06065	0.04922	0.04306	5.43899	0.30572	0.08717	9.73154	1.50204	0.04011	0.13674	34.8061	0.21541	0.27465	0.06684	2.45266	0.01357	0.09936	0.14515	2.5464	3.39275	1.71389	1.31978	0.62138	0.08853	0.10879	0.16267	38.63022	0.6673	0.7873100000000001	0.04465	0.0735799999999999	0.27871	0.04902	0.0749	1.23466	0.11653	8.26167	2.55473	0.13967	0.20878	3.76326	11.30339	18.32677	0.04724	7.25548	0.01502	4.8002	0.66565	2.16344	0.1316	0.02009	0.12253	0.39151	8.12665	0.52847	4.92257	2.35754	1.36032	21.88361	0.06096	0.9896	7.49207	2.09002	3.1293900000000003	0.1716	0.6351899999999999	0.08611	0.81086	0.78293	0.04667	2.71565	0.02627	1.39503	1.1849	0.70877	0.00968	0.06507	0.38335	0.0127	0.43703	0.80796	4.66647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.29623	0.6920000000000001	0.01148	0.22797	0.17668	0.12662	0.05033	0.37989	0.23263	0.39927	0.05025	0.00184	0.0555	0.02201	0.06033	0.00266	0.05707	0.0663	0.02856	0.10998	0.03457	0.02662	0.07105	0.05497	0.04569	0.16233	0.15714	0.11606	0.10506	0.11146	0.03721	0.03087	0.01235	0.02829	0.05684	1.6827	0.00113	0.08379	0.20533	0.0702899999999999	0.06548	0.1607	0.04072	0.29248	0.09237	0.04206	0.0	0.05907	0.07507	0.12832	0.44331	0.04843	0.00342	0.13394	0.17542	0.09506	0.1129	0.11703	0.13035	0.40448	0.01992	0.58465	0.00684	0.02048	0.04465	0.2149	0.17042	0.03433	0.00551	0.26525	0.00079	0.16377	0.03978	0.94511	0.01802	0.01571	0.26636	0.16128	0.0078	0.01846	0.00634	0.07109	0.11752	0.00822	0.0049	0.71558	0.00461	0.00421	0.03741	0.04393	0.00332	0.13808	0.05737	0.99147	0.35602	0.16283	0.25006	0.03593	0.12112	0.07075	0.1351099999999999	0.04875	0.0864299999999999	0.44752	0.0728	0.10543	0.02572	0.00378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000153905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000210015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.29623	0.6920000000000001	0.01148	0.22797	0.17668	0.12662	0.05033	0.15192	0.23263	0.39927	0.05025	0.00184	0.0555	0.02201	0.06033	0.00266	0.05707	0.0663	0.02856	0.10998	0.03457	0.02662	0.07105	0.05497	0.04569	0.16233	0.15714	0.11606	0.10506	0.11146	0.03721	0.03087	0.01235	0.02829	0.05684	1.6827	0.00113	0.08379	0.20533	0.0702899999999999	0.06548	0.1607	0.04072	0.29248	0.09237	0.04206	0.0	0.05907	0.07507	0.12832	0.44331	0.04843	0.00342	0.13394	0.17542	0.09506	0.1129	0.11703	0.13035	0.40448	0.01992	0.58465	0.00684	0.02048	0.04465	0.2149	0.17042	0.03433	0.00551	0.1025	0.00079	0.16377	0.03978	0.94511	0.01802	0.01571	0.26636	0.16128	0.0078	0.01846	0.00634	0.07109	0.11752	0.00822	0.0049	0.71558	0.00461	0.00421	0.03741	0.04393	0.00332	0.13808	0.05737	0.99147	0.35602	0.16283	0.25006	0.03593	0.12112	0.07075	0.1351099999999999	0.04875	0.0864299999999999	0.44752	0.0728	0.10543	0.02572	0.00378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.96036	1.11116	0.01886	0.34219	0.48758	1.46673	0.01364	2.22438	0.09542	0.4053	0.5705	0.23006	1.4106	2.39386	0.85862	1.36701	1.64042	4.46672	0.60975	0.4487600000000001	1.57752	1.86213	3.0891	0.7648199999999999	1.01698	0.78601	0.05227	0.00951	0.18574	2.9108	0.26649	0.1381099999999999	0.87482	1.25686	0.00633	1.49512	0.96324	1.74415	0.31564	0.02701	0.23451	0.11126	0.14809	4.0806	0.0396	2.86672	0.53327	1.06999	0.64681	0.6268199999999999	0.30626	0.01516	1.07062	5.76575	1.69358	0.29507	0.51342	3.49318	0.3707	0.53364	4.448180000000002	0.49333	0.46451	1.26368	0.30724	0.14897	3.17476	1.22149	10.06591	1.09664	9.44315	0.21992	4.12112	0.5734600000000001	0.44812	0.5909800000000001	0.4412	0.32714	0.01882	12.91135	0.25255	0.13245	0.39355	8.756860000000001	6.64496	1.0245	0.30097	1.32031	0.991	0.10515	10.41077	5.58288	0.31811	0.57275	0.87936	0.18785	7.6787	0.31975	0.02947	2.28329	2.19362	0.53149	0.22761	0.68003	0.60239	0.274	2.68333	0.23112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.96036	1.11116	0.01886	0.34219	0.48758	1.46673	0.01364	2.22438	0.09542	0.4053	0.5705	0.23006	1.4106	2.39386	0.85862	1.36701	1.64042	4.46672	0.60975	0.4487600000000001	1.57752	1.86213	3.0891	0.7648199999999999	1.01698	0.78601	0.05227	0.00951	0.18574	2.9108	0.26649	0.1381099999999999	0.87482	1.25686	0.00633	1.49512	0.96324	1.74415	0.31564	0.02701	0.23451	0.11126	0.14809	4.0806	0.0396	2.86672	0.53327	1.06999	0.64681	0.6268199999999999	0.30626	0.01516	1.07062	5.76575	1.69358	0.29507	0.51342	3.49318	0.3707	0.53364	4.448180000000002	0.49333	0.46451	1.26368	0.30724	0.14897	3.17476	1.22149	10.06591	1.09664	9.44315	0.21992	4.12112	0.5734600000000001	0.44812	0.5909800000000001	0.4412	0.32714	0.01882	12.91135	0.25255	0.13245	0.39355	8.756860000000001	6.64496	1.0245	0.30097	1.32031	0.991	0.10515	10.41077	5.58288	0.31811	0.57275	0.87936	0.18785	7.6787	0.31975	0.02947	2.28329	2.19362	0.53149	0.22761	0.68003	0.60239	0.274	2.68333	0.23112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	23.39796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16487	0.00116	0.0	0.0	0.0	0.03538	0.0	0.01646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.01791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	23.39796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16487	0.00116	0.0	0.0	0.0	0.03538	0.0	0.01646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.01791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	23.39796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16487	0.00116	0.0	0.0	0.0	0.03538	0.0	0.01646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.01791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.60111	0.39939	0.0	0.7175199999999999	0.14708	0.0	0.0	0.72178	0.0	0.7695	0.0	0.00049	0.0	0.93615	0.00356	0.0	0.25721	1.85548	0.18138	0.3801	0.0	0.92515	0.33585	0.02517	0.0	0.08901	0.38553	0.11401	0.15612	0.43601	0.02389	0.1360299999999999	0.05304	3.74331	0.0367	0.33431	0.00326	0.35089	0.56879	0.20988	0.00238	3.6688	5.774719999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.18297	0.49128	0.43682	0.0	1.64261	0.0729399999999999	0.17273	6.50216	0.0	0.3899	0.40312	0.00341	1.55818	0.26069	0.52369	0.00278	3.13816	1.03577	0.0	0.0046	0.10221	0.0014	0.62917	0.00159	0.00034	0.32064	0.64746	0.39713	0.17548	0.0	0.0108	0.8659600000000001	0.95892	1.1384299999999998	0.00143	0.0	4.7453400000000014	0.0	0.00064	0.05939	0.0	0.00425	0.01886	37.9145	0.99404	0.01916	1.2719	0.73665	0.24493	0.04495	0.00507	0.00584	0.23654	0.57575	0.3949	0.24304	7.27232	0.0	1.47925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.0	0.0	0.0	0.7175199999999999	0.14708	0.0	0.0	0.6095	0.0	0.25598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65913	0.05167	0.09617	0.0	0.68333	0.0	0.0231	0.0	0.08432	0.06512	0.02436	0.01939	0.0	0.01044	0.0	0.00183	0.13038	0.00113	0.0	0.0	0.26744	0.2113	0.00798	0.0	0.10379	0.01907	0.0	0.0	0.0	0.0	0.0	0.0	0.02557	0.17832	0.04906	0.0	0.11332	0.0729399999999999	0.0071	0.05915	0.0	0.08767	0.0	0.0	0.07966	0.26069	0.5195	0.0	0.01551	0.72663	0.0	0.0	0.0167	0.0	0.27736	0.0	0.0	9e-05	0.00342	0.16654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31427	0.0	0.00064	0.05939	0.0	0.0	0.0	0.0102	0.0	0.01916	0.21086	0.0	0.03958	0.04207	0.0	0.0	0.10171	0.0564	0.0	0.0	0.07388	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.0	0.0	0.0	0.7175199999999999	0.14708	0.0	0.0	0.6095	0.0	0.25598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65913	0.05167	0.09617	0.0	0.68333	0.0	0.0231	0.0	0.08432	0.06512	0.02436	0.01939	0.0	0.01044	0.0	0.00183	0.13038	0.00113	0.0	0.0	0.26744	0.2113	0.00798	0.0	0.10379	0.01907	0.0	0.0	0.0	0.0	0.0	0.0	0.02557	0.17832	0.04906	0.0	0.11332	0.0729399999999999	0.0071	0.05915	0.0	0.08767	0.0	0.0	0.07966	0.26069	0.5195	0.0	0.01551	0.72663	0.0	0.0	0.0167	0.0	0.27736	0.0	0.0	9e-05	0.00342	0.16654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31427	0.0	0.00064	0.05939	0.0	0.0	0.0	0.0102	0.0	0.01916	0.21086	0.0	0.03958	0.04207	0.0	0.0	0.10171	0.0564	0.0	0.0	0.07388	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.60111	0.39939	0.0	0.0	0.0	0.0	0.0	0.11228	0.0	0.51351	0.0	0.00049	0.0	0.93615	0.00356	0.0	0.25721	1.19635	0.12971	0.28394	0.0	0.24183	0.33585	0.00207	0.0	0.00469	0.32041	0.08965	0.13673	0.43601	0.01345	0.1360299999999999	0.05122	3.61293	0.03557	0.33431	0.00117	0.08345	0.35749	0.20191	0.00238	0.10247	0.20155	0.0	0.0	0.0	0.0	0.0	0.0	0.1574	0.31296	0.1403599999999999	0.0	0.62167	0.0	0.16564	0.5565899999999999	0.0	0.30223	0.40312	0.00341	0.80924	0.0	0.00419	0.00278	0.08027	0.30915	0.0	0.0046	0.08551	0.0014	0.35182	0.00159	0.00034	0.32056	0.64404	0.23059	0.17548	0.0	0.00082	0.8607600000000001	0.95892	1.1384299999999998	0.00143	0.0	4.43107	0.0	0.0	0.0	0.0	0.00425	0.01886	1.39561	0.99404	0.0	1.06103	0.73665	0.20535	0.00287	0.00507	0.00584	0.13483	0.13615	0.3949	0.24304	0.32904	0.0	1.47925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	0.60111	0.39939	0.0	0.0	0.0	0.0	0.0	0.11228	0.0	0.51351	0.0	0.00049	0.0	0.93615	0.00356	0.0	0.25721	1.19635	0.12971	0.28394	0.0	0.24183	0.33585	0.00207	0.0	0.00469	0.32041	0.08965	0.13673	0.43601	0.01345	0.1360299999999999	0.05122	3.61293	0.03557	0.33431	0.00117	0.08345	0.35749	0.20191	0.00238	0.10247	0.20155	0.0	0.0	0.0	0.0	0.0	0.0	0.1574	0.31296	0.1403599999999999	0.0	0.62167	0.0	0.16564	0.5565899999999999	0.0	0.30223	0.40312	0.00341	0.80924	0.0	0.00419	0.00278	0.08027	0.30915	0.0	0.0046	0.08551	0.0014	0.35182	0.00159	0.00034	0.32056	0.64404	0.23059	0.17548	0.0	0.00082	0.8607600000000001	0.95892	1.1384299999999998	0.00143	0.0	4.43107	0.0	0.0	0.0	0.0	0.00425	0.01886	1.39561	0.99404	0.0	1.06103	0.73665	0.20535	0.00287	0.00507	0.00584	0.13483	0.13615	0.3949	0.24304	0.32904	0.0	1.47925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	5.55411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	5.55411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2474	0.0	0.90761	0.0	0.0	5.886419999999998	0.0	0.0	0.0	0.0	0.66928	0.0	0.0	0.0	3.04239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.5087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3832	0.0	0.0	6.8694	0.0	0.0
